metric_name	type	labels	help	buckets	file
batch_exchange_recv_row_number	counter		Total number of row that have been received from upstream source		src/batch/src/monitor/stats.rs
batch_heartbeat_worker_num	gauge		Total number of heartbeat worker for batch tasks.		src/batch/src/monitor/stats.rs
batch_row_seq_scan_next_duration	histogram		Time spent deserializing into a row in cell based table.		src/batch/src/monitor/stats.rs
batch_spill_read_bytes	counter		Total bytes of requests read from spill files		src/batch/src/monitor/stats.rs
batch_spill_write_bytes	counter		Total bytes of requests write to spill files		src/batch/src/monitor/stats.rs
batch_task_num	gauge		Number of batch task in memory		src/batch/src/monitor/stats.rs
compute_batch_total_mem	gauge		Total number of memory usage for batch tasks.		src/batch/src/monitor/stats.rs
user_compute_error_cnt	counter	error_type,executor_name,fragment_id	Compute errors in the system, queryable by tags		src/common/metrics/src/error_metrics.rs
user_sink_error_cnt	counter	error_type,sink_id,sink_name,fragment_id	Sink errors in the system, queryable by tags		src/common/metrics/src/error_metrics.rs
user_source_error_cnt	counter	error_type,source_id,source_name,fragment_id	Source errors in the system, queryable by tags		src/common/metrics/src/error_metrics.rs
aws_sdk_retry_counts	counter		Total number of aws sdk retry happens		src/common/metrics/src/lib.rs
connection_count	gauge	connection_type,uri	The number of current existing connection		src/common/metrics/src/monitor/connection.rs
connection_create_rate	counter	connection_type,uri	Rate on creating new connection		src/common/metrics/src/monitor/connection.rs
connection_err_rate	counter	connection_type,uri	Error rate on creating new connection		src/common/metrics/src/monitor/connection.rs
connection_io_err_rate	counter	connection_type,uri,op_type,error_kind	IO err rate of a connection		src/common/metrics/src/monitor/connection.rs
connection_read_rate	counter	connection_type,uri	Read rate of a connection		src/common/metrics/src/monitor/connection.rs
connection_reader_count	gauge	connection_type,uri	The number of current existing reader		src/common/metrics/src/monitor/connection.rs
connection_write_rate	counter	connection_type,uri	Write rate of a connection		src/common/metrics/src/monitor/connection.rs
connection_writer_count	gauge	connection_type,uri	The number of current existing writer		src/common/metrics/src/monitor/connection.rs
process_cpu_core_num	gauge		Cpu core num.		src/common/metrics/src/monitor/process.rs
process_cpu_seconds_total	counter		Total user and system CPU time spent in seconds.		src/common/metrics/src/monitor/process.rs
process_resident_memory_bytes	gauge		Resident memory size in bytes.		src/common/metrics/src/monitor/process.rs
process_virtual_memory_bytes	gauge		Virtual memory size in bytes.		src/common/metrics/src/monitor/process.rs
backfill_rate_limit_bytes	gauge	table_id	backfill rate limit bytes per second		src/common/rate_limit/src/lib.rs
stream_exchange_frag_send_size	counter	up_fragment_id,down_fragment_id	Total size of messages that have been send to downstream Fragment		src/compute/src/rpc/service/stream_exchange_service/metrics.rs
connector_sink_rows_received	counter	actor_id,connector_type,sink_id,sink_name	Number of rows received by sink		src/connector/src/sink/mod.rs
iceberg_partition_num	gauge	actor_id,sink_id,sink_name	The partition num of iceberg partition writer		src/connector/src/sink/mod.rs
iceberg_position_delete_cache_num	gauge	actor_id,sink_id,sink_name	The delete cache num of iceberg position delete writer		src/connector/src/sink/mod.rs
iceberg_rolling_unflushed_data_file	gauge	actor_id,sink_id,sink_name	The unflushed data file count of iceberg rolling writer		src/connector/src/sink/mod.rs
iceberg_snapshot_num	gauge	sink_name,catalog_name,table_name	The snapshot number of iceberg table		src/connector/src/sink/mod.rs
iceberg_write_bytes	counter	actor_id,sink_id,sink_name	The write bytes of iceberg writer		src/connector/src/sink/mod.rs
iceberg_write_latency	histogram	actor_id,sink_id,sink_name	The latency of iceberg writer		src/connector/src/sink/mod.rs
iceberg_write_qps	counter	actor_id,sink_id,sink_name	The qps of iceberg writer		src/connector/src/sink/mod.rs
log_store_first_write_epoch	gauge	actor_id,sink_id,sink_name	The first write epoch of log store		src/connector/src/sink/mod.rs
log_store_latest_read_epoch	gauge	actor_id,connector,sink_id,sink_name	The latest read epoch of log store		src/connector/src/sink/mod.rs
log_store_latest_write_epoch	gauge	actor_id,sink_id,sink_name	The latest write epoch of log store		src/connector/src/sink/mod.rs
log_store_read_bytes	counter	actor_id,connector,sink_id,sink_name	Total size of chunks read by log reader		src/connector/src/sink/mod.rs
log_store_read_rows	counter	actor_id,connector,sink_id,sink_name	The read rate of rows		src/connector/src/sink/mod.rs
log_store_reader_wait_new_future_duration_ns	counter	actor_id,connector,sink_id,sink_name	Accumulated duration of LogReader to wait for next call to create future		src/connector/src/sink/mod.rs
log_store_write_rows	counter	actor_id,sink_id,sink_name	The write rate of rows		src/connector/src/sink/mod.rs
sink_commit_duration	histogram	actor_id,connector,sink_id,sink_name	Duration of commit op in sink		src/connector/src/sink/mod.rs
iceberg_read_bytes	counter	table_name	Total size of iceberg read requests		src/connector/src/source/iceberg/metrics.rs
iceberg_source_delete_files_per_data_file	histogram	source_id,source_name,table_name	Number of delete files attached per data file scan task		src/connector/src/source/iceberg/metrics.rs
iceberg_source_delete_rows_applied_total	counter	table_name,delete_type	Total rows removed by delete processing		src/connector/src/source/iceberg/metrics.rs
iceberg_source_file_read_duration_seconds	histogram	table_name	Per-file read duration		src/connector/src/source/iceberg/metrics.rs
iceberg_source_files_discovered_total	counter	source_id,source_name,table_name,file_type	Total number of files discovered per scan		src/connector/src/source/iceberg/metrics.rs
iceberg_source_files_read_total	counter	table_name,file_type	Total files read from Iceberg source		src/connector/src/source/iceberg/metrics.rs
iceberg_source_inflight_file_count	gauge	source_id,source_name,table_name	Number of files currently being fetched by the active reader		src/connector/src/source/iceberg/metrics.rs
iceberg_source_list_duration_seconds	histogram	source_id,source_name,table_name	Time spent planning files from a snapshot		src/connector/src/source/iceberg/metrics.rs
iceberg_source_rows_read_total	counter	table_name	Total rows read from Iceberg source		src/connector/src/source/iceberg/metrics.rs
iceberg_source_scan_errors_total	counter	source_id,source_name,table_name,error_type	Total number of scan errors categorized by error type		src/connector/src/source/iceberg/metrics.rs
iceberg_source_snapshot_lag_seconds	gauge	source_id,source_name,table_name	Lag between latest available snapshot and last ingested snapshot in seconds		src/connector/src/source/iceberg/metrics.rs
iceberg_source_snapshots_discovered_total	counter	source_id,source_name,table_name	Total number of snapshots discovered via incremental scan		src/connector/src/source/iceberg/metrics.rs
rdkafka_<PATH>_avg	gauge	id,client_id,broker,topic	Average value		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_cnt	gauge	id,client_id,broker,topic	Count of values		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_hdrsize	gauge	id,client_id,broker,topic	Size of the histogram header		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_max	gauge	id,client_id,broker,topic	Maximum value		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_min	gauge	id,client_id,broker,topic	Minimum value		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_out_of_range	gauge	id,client_id,broker,topic	Out of range values		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p50	gauge	id,client_id,broker,topic	50th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p75	gauge	id,client_id,broker,topic	75th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p90	gauge	id,client_id,broker,topic	90th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p95	gauge	id,client_id,broker,topic	95th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p99	gauge	id,client_id,broker,topic	99th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_p99_99	gauge	id,client_id,broker,topic	99.99th percentile		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_stddev	gauge	id,client_id,broker,topic	Standard deviation		src/connector/src/source/kafka/stats.rs
rdkafka_<PATH>_sum	gauge	id,client_id,broker,topic	Sum of values		src/connector/src/source/kafka/stats.rs
rdkafka_broker_buf_grow	gauge	id,client_id,broker,state	Number of times the broker's input buffer has been reallocated		src/connector/src/source/kafka/stats.rs
rdkafka_broker_connects	gauge	id,client_id,broker,state	Number of connection attempts		src/connector/src/source/kafka/stats.rs
rdkafka_broker_disconnects	gauge	id,client_id,broker,state	Number of disconnects		src/connector/src/source/kafka/stats.rs
rdkafka_broker_outbuf_cnt	gauge	id,client_id,broker,state	Number of messages waiting to be sent to broker		src/connector/src/source/kafka/stats.rs
rdkafka_broker_outbuf_msg_cnt	gauge	id,client_id,broker,state	Number of messages waiting to be sent to broker		src/connector/src/source/kafka/stats.rs
rdkafka_broker_req	gauge	id,client_id,broker,state,type	Number of requests in flight		src/connector/src/source/kafka/stats.rs
rdkafka_broker_req_timeouts	gauge	id,client_id,broker,state	Number of request timeouts		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx	gauge	id,client_id,broker,state	Number of received messages		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx_bytes	gauge	id,client_id,broker,state	Number of received bytes		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx_corriderrs	gauge	id,client_id,broker,state	Number of received messages with invalid correlation id		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx_errs	gauge	id,client_id,broker,state	Number of failed received messages		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx_idle	gauge	id,client_id,broker,state	Number of idle receive connections		src/connector/src/source/kafka/stats.rs
rdkafka_broker_rx_partial	gauge	id,client_id,broker,state	Number of partial messages received		src/connector/src/source/kafka/stats.rs
rdkafka_broker_state_age	gauge	id,client_id,broker,state	Age of the broker state in seconds		src/connector/src/source/kafka/stats.rs
rdkafka_broker_tx	gauge	id,client_id,broker,state	Number of transmitted messages		src/connector/src/source/kafka/stats.rs
rdkafka_broker_tx_bytes	gauge	id,client_id,broker,state	Number of transmitted bytes		src/connector/src/source/kafka/stats.rs
rdkafka_broker_tx_errs	gauge	id,client_id,broker,state	Number of failed transmitted messages		src/connector/src/source/kafka/stats.rs
rdkafka_broker_tx_idle	gauge	id,client_id,broker,state	Number of idle transmit connections		src/connector/src/source/kafka/stats.rs
rdkafka_broker_tx_retries	gauge	id,client_id,broker,state	Number of message retries		src/connector/src/source/kafka/stats.rs
rdkafka_broker_waitresp_cnt	gauge	id,client_id,broker,state	Number of requests waiting for response		src/connector/src/source/kafka/stats.rs
rdkafka_broker_waitresp_msg_cnt	gauge	id,client_id,broker,state	Number of messages waiting for response		src/connector/src/source/kafka/stats.rs
rdkafka_broker_wakeups	gauge	id,client_id,broker,state	Number of wakeups		src/connector/src/source/kafka/stats.rs
rdkafka_broker_zbuf_grow	gauge	id,client_id,broker,state	Number of times the broker's output buffer has been reallocated		src/connector/src/source/kafka/stats.rs
rdkafka_consumer_group_assignment_size	gauge	id,client_id,state	Number of assigned partitions		src/connector/src/source/kafka/stats.rs
rdkafka_consumer_group_rebalance_age	gauge	id,client_id,state	Age of the last rebalance in seconds		src/connector/src/source/kafka/stats.rs
rdkafka_consumer_group_rebalance_cnt	gauge	id,client_id,state	Number of rebalances		src/connector/src/source/kafka/stats.rs
rdkafka_consumer_group_state_age	gauge	id,client_id,state	Age of the consumer group state in seconds		src/connector/src/source/kafka/stats.rs
rdkafka_top_age	gauge	id,client_id	Age of the topic metadata in milliseconds		src/connector/src/source/kafka/stats.rs
rdkafka_top_metadata_cache_cnt	gauge	id,client_id	Number of entries in the metadata cache		src/connector/src/source/kafka/stats.rs
rdkafka_top_msg_cnt	gauge	id,client_id	Number of messages in all topics		src/connector/src/source/kafka/stats.rs
rdkafka_top_msg_max	gauge	id,client_id	Maximum message size in all topics		src/connector/src/source/kafka/stats.rs
rdkafka_top_msg_size	gauge	id,client_id	Size of messages in all topics		src/connector/src/source/kafka/stats.rs
rdkafka_top_msg_size_max	gauge	id,client_id	Maximum message size in all topics		src/connector/src/source/kafka/stats.rs
rdkafka_top_replyq	gauge	id,client_id	Number of replies waiting to be served		src/connector/src/source/kafka/stats.rs
rdkafka_top_rx	gauge	id,client_id	Number of received messages		src/connector/src/source/kafka/stats.rs
rdkafka_top_rx_bytes	gauge	id,client_id	Number of received bytes		src/connector/src/source/kafka/stats.rs
rdkafka_top_rx_msgs	gauge	id,client_id	Number of received messages		src/connector/src/source/kafka/stats.rs
rdkafka_top_rx_msgs_bytes	gauge	id,client_id	Number of received bytes		src/connector/src/source/kafka/stats.rs
rdkafka_top_simple_cnt	gauge	id,client_id	Number of simple consumer queues		src/connector/src/source/kafka/stats.rs
rdkafka_top_time	gauge	id,client_id	Wall clock time in seconds since the epoch		src/connector/src/source/kafka/stats.rs
rdkafka_top_ts	gauge	id,client_id	librdkafka's internal monotonic clock (microseconds)		src/connector/src/source/kafka/stats.rs
rdkafka_top_tx	gauge	id,client_id	Number of transmitted messages		src/connector/src/source/kafka/stats.rs
rdkafka_top_tx_bytes	gauge	id,client_id	Number of transmitted bytes		src/connector/src/source/kafka/stats.rs
rdkafka_top_tx_msgs	gauge	id,client_id	Number of transmitted messages		src/connector/src/source/kafka/stats.rs
rdkafka_top_tx_msgs_bytes	gauge	id,client_id	Number of transmitted bytes		src/connector/src/source/kafka/stats.rs
rdkafka_topic_metadata_age	gauge	id,client_id,topic	Age of the topic metadata in milliseconds		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_acked_msgid	gauge	id,client_id,topic,partition	Acknowledged message ID		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_app_offset	gauge	id,client_id,topic,partition	Last acknowledged offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_committed_offset	gauge	id,client_id,topic,partition	Last committed offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_consumer_lag	gauge	id,client_id,topic,partition	Consumer lag		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_consumer_lag_store	gauge	id,client_id,topic,partition	Consumer lag stored		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_eof_offset	gauge	id,client_id,topic,partition	Last offset in broker log		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_fetchq_cnt	gauge	id,client_id,topic,partition	Number of messages in the fetch queue		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_fetchq_size	gauge	id,client_id,topic,partition	Size of messages in the fetch queue		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_hi_offset	gauge	id,client_id,topic,partition	High offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_lo_offset	gauge	id,client_id,topic,partition	Low offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_msgq_bytes	gauge	id,client_id,topic,partition	Size of messages in the producer queue		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_msgq_cnt	gauge	id,client_id,topic,partition	Number of messages in the producer queue		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_msgs	gauge	id,client_id,topic,partition	Number of messages in partition		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_msgs_inflight	gauge	id,client_id,topic,partition	Number of messages in-flight		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_next_ack_seq	gauge	id,client_id,topic,partition	Next ack sequence number		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_next_err_seq	gauge	id,client_id,topic,partition	Next error sequence number		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_next_offset	gauge	id,client_id,topic,partition	Next offset to query		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_query_offset	gauge	id,client_id,topic,partition	Current query offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_rx_ver_drops	gauge	id,client_id,topic,partition	Number of received messages dropped due to version mismatch		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_rxbytes	gauge	id,client_id,topic,partition	Number of received bytes		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_rxmsgs	gauge	id,client_id,topic,partition	Number of received messages		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_stored_offset	gauge	id,client_id,topic,partition	Last stored offset		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_txbytes	gauge	id,client_id,topic,partition	Number of transmitted bytes		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_txmsgs	gauge	id,client_id,topic,partition	Number of transmitted messages		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_xmit_msgq_bytes	gauge	id,client_id,topic,partition	Size of messages in the transmit queue		src/connector/src/source/kafka/stats.rs
rdkafka_topic_partition_xmit_msgq_cnt	gauge	id,client_id,topic,partition	Number of messages in the transmit queue		src/connector/src/source/kafka/stats.rs
file_source_dirty_split_count	gauge	source_id,source_name,actor_id,fragment_id	Current number of dirty file splits in file source		src/connector/src/source/monitor/metrics.rs
file_source_failed_split_count	counter	source_id,source_name,actor_id,fragment_id	Total number of file splits marked dirty in file source		src/connector/src/source/monitor/metrics.rs
file_source_input_row_count	counter	source_id,source_name,actor_id,fragment_id	Total number of rows that have been read in file source		src/connector/src/source/monitor/metrics.rs
kinesis_early_terminate_shard_count	counter	source_id,source_name,fragment_id,shard_id	Total number of times early terminate shard in kinesis source		src/connector/src/source/monitor/metrics.rs
kinesis_lag_latency_ms	histogram	source_id,source_name,fragment_id,shard_id	Lag latency in kinesis source		src/connector/src/source/monitor/metrics.rs
kinesis_rebuild_shard_iter_count	counter	source_id,source_name,fragment_id,shard_id	Total number of times rebuild shard iter in kinesis source		src/connector/src/source/monitor/metrics.rs
kinesis_throughput_exceeded_count	counter	source_id,source_name,fragment_id,shard_id	Total number of times throughput exceeded in kinesis source		src/connector/src/source/monitor/metrics.rs
kinesis_timeout_count	counter	source_id,source_name,fragment_id,shard_id	Total number of times timeout in kinesis source		src/connector/src/source/monitor/metrics.rs
mysql_cdc_binlog_file_seq_max	gauge	hostname,port	MySQL CDC upstream binlog file sequence number (maximum/newest)		src/connector/src/source/monitor/metrics.rs
mysql_cdc_binlog_file_seq_min	gauge	hostname,port	MySQL CDC upstream binlog file sequence number (minimum/oldest)		src/connector/src/source/monitor/metrics.rs
parquet_source_skip_row_count	counter	actor_id,source_id,source_name,fragment_id	Total number of rows that have been set to null in parquet source		src/connector/src/source/monitor/metrics.rs
pg_cdc_confirmed_flush_lsn	gauge	source_id,slot_name	PostgreSQL CDC confirmed flush LSN		src/connector/src/source/monitor/metrics.rs
pg_cdc_upstream_max_lsn	gauge	source_id,slot_name	PostgreSQL CDC upstream max LSN (pg_current_wal_lsn)		src/connector/src/source/monitor/metrics.rs
source_cdc_event_lag_duration_milliseconds	histogram	table_name	source_cdc_lag_latency		src/connector/src/source/monitor/metrics.rs
source_connector_ack_failure_count	counter	source_name,connector_type,error_type	Total number of ack failures during checkpoint for source connectors		src/connector/src/source/monitor/metrics.rs
source_kafka_high_watermark	gauge	source_id,partition	High watermark for a exec per partition		src/connector/src/source/monitor/metrics.rs
source_latest_message_id	gauge	source_id,actor_id,partition	Latest message id for a exec per partition		src/connector/src/source/monitor/metrics.rs
source_partition_eof_count	counter	source_id,partition,source_name,fragment_id	Total number of EOF events received from specific partition		src/connector/src/source/monitor/metrics.rs
source_partition_eof_offset	gauge	source_id,partition,source_name,fragment_id	Latest resolved EOF offset for specific partition		src/connector/src/source/monitor/metrics.rs
source_partition_input_bytes	counter	actor_id,source_id,partition,source_name,fragment_id	Total bytes that have been input from specific partition		src/connector/src/source/monitor/metrics.rs
source_partition_input_count	counter	actor_id,source_id,partition,source_name,fragment_id	Total number of rows that have been input from specific partition		src/connector/src/source/monitor/metrics.rs
sqlserver_cdc_upstream_max_lsn	gauge	source_id	SQL Server CDC upstream maximum LSN		src/connector/src/source/monitor/metrics.rs
sqlserver_cdc_upstream_min_lsn	gauge	source_id	SQL Server CDC upstream minimum LSN		src/connector/src/source/monitor/metrics.rs
udf_failure_count	counter	link,language,name,fragment_id	Total number of failed UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_input_bytes	counter	link,language,name,fragment_id	Total number of input bytes of UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_input_chunk_rows	histogram	link,language,name,fragment_id	Input chunk rows of UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_input_rows	counter	link,language,name,fragment_id	Total number of input rows of UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_latency	histogram	link,language,name,fragment_id	The latency(s) of UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_memory_usage	gauge	link,language,name,fragment_id,instance_id	Total memory usage of UDF runtime in bytes		src/expr/core/src/expr/expr_udf.rs
udf_retry_count	counter	link,language,name,fragment_id	Total number of retried UDF calls		src/expr/core/src/expr/expr_udf.rs
udf_success_count	counter	link,language,name,fragment_id	Total number of successful UDF calls		src/expr/core/src/expr/expr_udf.rs
datafusion_completed_query_counter	counter		Total completed query number for DataFusion batch engine		src/frontend/src/datafusion/metrics.rs
datafusion_failed_query_counter	counter		Total failed query number for DataFusion batch engine		src/frontend/src/datafusion/metrics.rs
datafusion_latency	histogram		latency for DataFusion batch engine		src/frontend/src/datafusion/metrics.rs
frontend_active_sessions	gauge		Total number of active sessions in frontend		src/frontend/src/monitor/stats.rs
frontend_batch_total_mem	gauge		All memory usage of batch executors in bytes		src/frontend/src/monitor/stats.rs
frontend_latency_local_execution	histogram		latency of local execution mode for RisingWave batch engine		src/frontend/src/monitor/stats.rs
frontend_query_counter_local_execution	counter		Total query number of local execution mode for RisingWave batch engine		src/frontend/src/monitor/stats.rs
invalid_subscription_cursor_nums	gauge		The number of invalid subscription cursor		src/frontend/src/monitor/stats.rs
subscription_cursor_declare_duration	histogram	subscription_name	Subscription cursor duration of declare		src/frontend/src/monitor/stats.rs
subscription_cursor_error_count	counter		The subscription error num of cursor		src/frontend/src/monitor/stats.rs
subscription_cursor_fetch_duration	histogram	subscription_name	Subscription cursor duration of fetch		src/frontend/src/monitor/stats.rs
subscription_cursor_last_fetch_duration	histogram	subscription_name	Since the last fetch, the time up to now		src/frontend/src/monitor/stats.rs
subscription_cursor_nums	gauge		The number of subscription cursor		src/frontend/src/monitor/stats.rs
subscription_cursor_query_duration	histogram	subscription_name	The amount of time a query exists inside the cursor		src/frontend/src/monitor/stats.rs
distributed_completed_query_counter	counter		The number of query ended successfully in distributed execution mode		src/frontend/src/scheduler/distributed/stats.rs
distributed_query_latency	histogram		latency of query executed successfully in distributed execution mode		src/frontend/src/scheduler/distributed/stats.rs
distributed_rejected_query_counter	counter		The number of rejected query in distributed execution mode. 		src/frontend/src/scheduler/distributed/stats.rs
distributed_running_query_num	gauge		The number of running query of distributed execution mode		src/frontend/src/scheduler/distributed/stats.rs
backup_job_count	counter		total backup job count since meta node is started		src/meta/src/backup_restore/metrics.rs
backup_job_latency	histogram	state	latency of backup jobs since meta node is started		src/meta/src/backup_restore/metrics.rs
actor_info	gauge	actor_id,fragment_id,compute_node	Mapping from actor id to (fragment id, compute node)		src/meta/src/rpc/metrics.rs
all_barrier_nums	gauge	database_id	num of of all_barrier		src/meta/src/rpc/metrics.rs
auto_schema_change_failure_cnt	counter	table_id,table_name	Number of failed auto schema change		src/meta/src/rpc/metrics.rs
auto_schema_change_latency	histogram	table_id,table_name	Latency of the auto schema change process		src/meta/src/rpc/metrics.rs
auto_schema_change_success_cnt	counter	table_id,table_name	Number of success auto schema change		src/meta/src/rpc/metrics.rs
backfill_fragment_progress	gauge	job_id,fragment_id,backfill_state_table_id,backfill_target_relation_id,backfill_target_relation_name,backfill_target_relation_type,backfill_type,backfill_epoch,upstream_type,backfill_progress	Backfill progress per fragment		src/meta/src/rpc/metrics.rs
